text,intent,sentiment,user_type
"I have a concern about, features included in ZENDOffice Net 1G since last week.",Product Inquiry,Informational,New User
"Hello support, support resolved my issue professionally after installation.",Complaint,Satisfied,Existing User
"Kindly help me with, installation time for ZENDFiber Home 100 Mbps in Thailand since last week.",Technical,Informational,Existing User
"I have a concern about, very unhappy with ZENDOffice Net 200 service for international usage.",Complaint,Frustrated,Existing User
"Good morning, price of ZENDFleet IoT in USA for international usage.",Product Inquiry,Informational,Existing User
"I wanted to check, ZENDArchive Storage offers great value for money under my current subscription.",Product Inquiry,Satisfied,New User
"Hello support, network performance has been excellent on ZENDFiber Home 300 Mbps for international usage.",Technical,Satisfied,Existing User
"Kindly help me with, internet speed is extremely slow on ZENDSmart Parking in USA for my home connection.",Technical,Frustrated,Existing User
"Kindly help me with, internet speed is extremely slow on ZENDBiz Connect 1G in USA for my home connection.",Technical,Frustrated,Existing User
"Good morning, price of ZENDArchive Storage in India since last week.",Product Inquiry,Informational,New User
"Kindly help me with, refund not processed for ZENDEnterprise Dedicated after installation.",Refund,Frustrated,Existing User
"Hope you’re doing well, Postpaid Silver offers great value for money under my current subscription.",Product Inquiry,Satisfied,Existing User
"Good morning, cost of ZENDOffice Net 200 is too high for my home connection.",Product Inquiry,Frustrated,Existing User
"I wanted to check, internet speed is extremely slow on ZENDEnterprise Ultra in India after my recent upgrade.",Technical,Frustrated,Existing User
"Hope you’re doing well, features included in ZENDSmart Parking after my recent upgrade.",Product Inquiry,Informational,New User
"Hello support, features included in ZENDStorage 10TB for my office network.",Product Inquiry,Informational,Existing User
"Good morning, price of ZENDBiz Connect 500 in USA since last week.",Product Inquiry,Informational,New User
"I need assistance regarding, cost of ZENDFiber Home 300 Mbps is too high as part of my annual plan.",Product Inquiry,Frustrated,New User
"Good morning, network performance has been excellent on ZENDFiber Home 1 Gbps for enterprise usage.",Technical,Satisfied,Existing User
"Hope you’re doing well, refund eligibility for ZENDStorage 10TB since last week.",Refund,Informational,Existing User
"Hope you’re doing well, very unhappy with ZENDEnterprise Ultra service after installation.",Complaint,Frustrated,Existing User
"Good morning, price of ZENDBiz Connect 500 in Thailand for enterprise usage.",Product Inquiry,Informational,New User
"Hello support, explain billing cycle for ZENDBiz Connect 500 under my current subscription.",Billing,Informational,New User
"Hi team, very unhappy with ZENDCloud VM Pro service for my home connection.",Complaint,Frustrated,Existing User
"Hi team, features included in ZENDFleet IoT during peak hours.",Product Inquiry,Informational,Existing User
"Hi team, ZENDSmart Parking offers great value for money for my home connection.",Product Inquiry,Satisfied,New User
"Hope you’re doing well, features included in Prepaid Unlimited for international usage.",Product Inquiry,Informational,Existing User
"Good morning, billing charges for Postpaid Silver seem incorrect in India after my recent upgrade.",Billing,Frustrated,New User
"I have a concern about, refund was credited quickly under my current subscription.",Refund,Satisfied,New User
"I would like to know, features included in ZENDFleet IoT as part of my annual plan.",Product Inquiry,Informational,New User
"Hope you’re doing well, refund not processed for ZENDFiber Home 100 Mbps for my home connection.",Refund,Frustrated,Existing User
"I have a concern about, Postpaid Platinum offers great value for money under my current subscription.",Product Inquiry,Satisfied,New User
"I need assistance regarding, explain billing cycle for ZENDFiber Home 100 Mbps for international usage.",Billing,Informational,Existing User
"Hi team, installation time for Postpaid Silver in USA since last week.",Technical,Informational,Existing User
"Hope you’re doing well, billing charges for Postpaid Gold seem incorrect in USA for my office network.",Billing,Frustrated,Existing User
"I would like to know, price of ZENDStorage 1TB in USA during peak hours.",Product Inquiry,Informational,Existing User
"Hi team, internet speed is extremely slow on Prepaid Basic 5GB in Thailand for my office network.",Technical,Frustrated,Existing User
"I would like to know, cost of Prepaid Plus 20GB is too high since last week.",Product Inquiry,Frustrated,New User
"I have a concern about, very unhappy with ZENDBiz Connect 1G service since last week.",Complaint,Frustrated,New User
"I wanted to check, my ZENDSmart Lighting connection keeps disconnecting in Thailand for my office network.",Technical,Frustrated,New User
"I would like to know, explain billing cycle for ZENDFleet IoT since last week.",Billing,Informational,Existing User
"Hi team, billing experience has been smooth so far for enterprise usage.",Billing,Satisfied,Existing User
"Hope you’re doing well, internet speed is extremely slow on ZENDIndustrial Sensor in USA after installation.",Technical,Frustrated,Existing User
"I need assistance regarding, network performance has been excellent on ZENDFiber Home 1 Gbps for my home connection.",Technical,Satisfied,Existing User
"Hi team, support resolved my issue professionally under my current subscription.",Complaint,Satisfied,New User
"I wanted to check, my ZENDStorage 10TB connection keeps disconnecting in Singapore under my current subscription.",Technical,Frustrated,Existing User
"Good morning, features included in ZENDBiz Connect 100 after my recent upgrade.",Product Inquiry,Informational,Existing User
"Hi team, internet speed is extremely slow on ZENDEnterprise Dedicated in USA for my office network.",Technical,Frustrated,Existing User
"Can you please confirm, ZENDBiz Connect 500 offers great value for money since last week.",Product Inquiry,Satisfied,New User
"Kindly help me with, explain billing cycle for Postpaid Gold after my recent upgrade.",Billing,Informational,Existing User
"I would like to know, cost of ZENDCloud VM Basic is too high under my current subscription.",Product Inquiry,Frustrated,Existing User
"Hope you’re doing well, features included in ZENDOffice Net 1G during peak hours.",Product Inquiry,Informational,New User
"Hello support, how to raise complaint for Postpaid Silver for my office network.",Complaint,Informational,Existing User
"Hello support, refund not processed for ZENDFleet IoT after my recent upgrade.",Refund,Frustrated,New User
"Hello support, network performance has been excellent on Prepaid Basic 5GB for my office network.",Technical,Satisfied,Existing User
"Can you please confirm, very unhappy with Postpaid Gold service since last week.",Complaint,Frustrated,Existing User
"I would like to know, network performance has been excellent on Postpaid Platinum for enterprise usage.",Technical,Satisfied,Existing User
"Hope you’re doing well, ZENDFleet IoT offers great value for money for my home connection.",Product Inquiry,Satisfied,New User
"I wanted to check, price of ZENDBiz Connect 1G in Singapore for enterprise usage.",Product Inquiry,Informational,Existing User
"I have a concern about, installation time for ZENDCloud VM Pro in USA as part of my annual plan.",Technical,Informational,Existing User
"Hi team, network performance has been excellent on Prepaid Plus 20GB since last week.",Technical,Satisfied,Existing User
"I would like to know, installation time for ZENDStorage 10TB in India as part of my annual plan.",Technical,Informational,Existing User
"Can you please confirm, price of ZENDSmart Parking in India after installation.",Product Inquiry,Informational,Existing User
"I would like to know, billing charges for ZENDStorage 10TB seem incorrect in Singapore for my office network.",Billing,Frustrated,Existing User
"Hello support, network performance has been excellent on ZENDFiber Home 100 Mbps for my office network.",Technical,Satisfied,Existing User
"I have a concern about, ZENDCloud VM Enterprise offers great value for money after installation.",Product Inquiry,Satisfied,New User
"Hope you’re doing well, my ZENDCloud VM Basic connection keeps disconnecting in Singapore for enterprise usage.",Technical,Frustrated,New User
"I need assistance regarding, cost of ZENDCloud VM Enterprise is too high under my current subscription.",Product Inquiry,Frustrated,New User
"Hope you’re doing well, refund was credited quickly for international usage.",Refund,Satisfied,Existing User
"I would like to know, features included in ZENDStorage 1TB as part of my annual plan.",Product Inquiry,Informational,New User
"Kindly help me with, cost of ZENDOffice Net 200 is too high as part of my annual plan.",Product Inquiry,Frustrated,Existing User
"Can you please confirm, billing charges for ZENDSmart Traffic seem incorrect in USA during peak hours.",Billing,Frustrated,Existing User
"Hope you’re doing well, installation time for ZENDBiz Connect 100 in India for enterprise usage.",Technical,Informational,New User
"Can you please confirm, billing charges for ZENDFiber Home 1 Gbps seem incorrect in Singapore after my recent upgrade.",Billing,Frustrated,Existing User
"Hello support, explain billing cycle for ZENDFiber Home 300 Mbps since last week.",Billing,Informational,Existing User
"I have a concern about, refund eligibility for ZENDArchive Storage after installation.",Refund,Informational,New User
"Good morning, explain billing cycle for ZENDStorage 1TB for my home connection.",Billing,Informational,Existing User
"Hello support, cost of Postpaid Platinum is too high during peak hours.",Product Inquiry,Frustrated,New User
"Can you please confirm, my ZENDCloud VM Basic connection keeps disconnecting in India for enterprise usage.",Technical,Frustrated,Existing User
"I wanted to check, my ZENDArchive Storage connection keeps disconnecting in Singapore since last week.",Technical,Frustrated,Existing User
"I have a concern about, explain billing cycle for Prepaid Unlimited during peak hours.",Billing,Informational,Existing User
"Kindly help me with, internet speed is extremely slow on ZENDFiber Home 300 Mbps in Singapore as part of my annual plan.",Technical,Frustrated,Existing User
"Kindly help me with, very unhappy with ZENDFiber Home 1 Gbps service after installation.",Complaint,Frustrated,Existing User
"I would like to know, explain billing cycle for ZENDFiber Home 100 Mbps for enterprise usage.",Billing,Informational,New User
"Hello support, installation time for ZENDFleet IoT in USA during peak hours.",Technical,Informational,Existing User
"I have a concern about, features included in ZENDIndustrial Sensor under my current subscription.",Product Inquiry,Informational,New User
"Hope you’re doing well, very unhappy with ZENDFiber Home 300 Mbps service after installation.",Complaint,Frustrated,New User
"I wanted to check, how to raise complaint for ZENDFiber Home 300 Mbps as part of my annual plan.",Complaint,Informational,Existing User
"I wanted to check, internet speed is extremely slow on ZENDSmart Parking in India after installation.",Technical,Frustrated,Existing User
"I need assistance regarding, my ZENDFiber Home 1 Gbps connection keeps disconnecting in India for international usage.",Technical,Frustrated,Existing User
"Hello support, billing charges for ZENDStorage 1TB seem incorrect in India during peak hours.",Billing,Frustrated,Existing User
"Hi team, explain billing cycle for ZENDCloud VM Basic since last week.",Billing,Informational,Existing User
"I need assistance regarding, how to raise complaint for Prepaid Unlimited since last week.",Complaint,Informational,Existing User
"Hello support, refund eligibility for ZENDIndustrial Sensor after installation.",Refund,Informational,Existing User
"I wanted to check, internet speed is extremely slow on ZENDFiber Home 300 Mbps in Singapore after installation.",Technical,Frustrated,Existing User
"Can you please confirm, internet speed is extremely slow on ZENDBiz Connect 500 in Thailand for enterprise usage.",Technical,Frustrated,New User
"I need assistance regarding, refund eligibility for Prepaid Basic 5GB for my office network.",Refund,Informational,Existing User
"Hello support, refund not processed for ZENDOffice Net 1G after my recent upgrade.",Refund,Frustrated,New User
"Hello support, network performance has been excellent on ZENDIndustrial Sensor as part of my annual plan.",Technical,Satisfied,Existing User
"I have a concern about, billing charges for ZENDCloud VM Pro seem incorrect in USA after my recent upgrade.",Billing,Frustrated,Existing User
"Kindly help me with, features included in ZENDFiber Home 100 Mbps as part of my annual plan.",Product Inquiry,Informational,New User
"I wanted to check, billing charges for ZENDBiz Connect 1G seem incorrect in USA after my recent upgrade.",Billing,Frustrated,New User
"Hi team, network performance has been excellent on ZENDBiz Connect 100 for my home connection.",Technical,Satisfied,Existing User
"I need assistance regarding, my ZENDOffice Net 200 connection keeps disconnecting in India for enterprise usage.",Technical,Frustrated,New User
"Can you please confirm, installation time for ZENDCloud VM Enterprise in India since last week.",Technical,Informational,Existing User
"Hi team, internet speed is extremely slow on ZENDFiber Home 100 Mbps in Thailand since last week.",Technical,Frustrated,Existing User
"Hi team, price of ZENDEnterprise Dedicated in India for enterprise usage.",Product Inquiry,Informational,Existing User
"Hello support, ZENDFiber Home 300 Mbps offers great value for money as part of my annual plan.",Product Inquiry,Satisfied,Existing User
"Can you please confirm, network performance has been excellent on ZENDBiz Connect 100 during peak hours.",Technical,Satisfied,Existing User
"Hi team, features included in Prepaid Plus 20GB for my home connection.",Product Inquiry,Informational,New User
"Can you please confirm, my ZENDBiz Connect 500 connection keeps disconnecting in USA after installation.",Technical,Frustrated,New User
"Good morning, refund not processed for ZENDCloud VM Pro for my office network.",Refund,Frustrated,Existing User
"I wanted to check, cost of Prepaid Plus 20GB is too high since last week.",Product Inquiry,Frustrated,New User
"I would like to know, installation time for ZENDOffice Net 200 in USA during peak hours.",Technical,Informational,Existing User
"Kindly help me with, my ZENDEnterprise Dedicated connection keeps disconnecting in Thailand after my recent upgrade.",Technical,Frustrated,Existing User
"I have a concern about, cost of ZENDStorage 1TB is too high after my recent upgrade.",Product Inquiry,Frustrated,New User
"I would like to know, price of ZENDBiz Connect 100 in USA during peak hours.",Product Inquiry,Informational,Existing User
"Hope you’re doing well, refund not processed for ZENDOffice Net 200 for my home connection.",Refund,Frustrated,New User
"Good morning, internet speed is extremely slow on ZENDFiber Home 1 Gbps in Singapore for international usage.",Technical,Frustrated,Existing User
"Hi team, very unhappy with Prepaid Basic 5GB service after my recent upgrade.",Complaint,Frustrated,Existing User
"I have a concern about, internet speed is extremely slow on Postpaid Platinum in USA for my office network.",Technical,Frustrated,Existing User
"I wanted to check, very unhappy with ZENDOffice Net 1G service during peak hours.",Complaint,Frustrated,Existing User
"I need assistance regarding, billing charges for ZENDBiz Connect 100 seem incorrect in USA after installation.",Billing,Frustrated,Existing User
"I wanted to check, ZENDFleet IoT offers great value for money since last week.",Product Inquiry,Satisfied,Existing User
"Good morning, installation time for Postpaid Silver in USA since last week.",Technical,Informational,New User
"Good morning, billing charges for Postpaid Silver seem incorrect in USA during peak hours.",Billing,Frustrated,Existing User
"I need assistance regarding, explain billing cycle for ZENDStorage 10TB for my home connection.",Billing,Informational,Existing User
"Hello support, explain billing cycle for Postpaid Gold for enterprise usage.",Billing,Informational,Existing User
"Hope you’re doing well, very unhappy with ZENDFleet IoT service for enterprise usage.",Complaint,Frustrated,Existing User
"Good morning, internet speed is extremely slow on ZENDCloud VM Basic in Thailand after installation.",Technical,Frustrated,Existing User
"Hello support, very unhappy with ZENDCloud VM Enterprise service for international usage.",Complaint,Frustrated,New User
"Can you please confirm, explain billing cycle for ZENDStorage 10TB as part of my annual plan.",Billing,Informational,Existing User
"I have a concern about, network performance has been excellent on ZENDFleet IoT under my current subscription.",Technical,Satisfied,New User
"I need assistance regarding, refund eligibility for ZENDOffice Net 1G after my recent upgrade.",Refund,Informational,Existing User
"Hello support, installation time for ZENDIndustrial Sensor in Singapore for my home connection.",Technical,Informational,Existing User
"I wanted to check, installation time for ZENDOffice Net 500 in India since last week.",Technical,Informational,New User
"Hope you’re doing well, installation time for ZENDFiber Home 100 Mbps in Thailand as part of my annual plan.",Technical,Informational,Existing User
"Kindly help me with, refund not processed for ZENDBiz Connect 500 for my office network.",Refund,Frustrated,Existing User
"Hi team, explain billing cycle for ZENDFleet IoT for my home connection.",Billing,Informational,Existing User
"Hello support, network performance has been excellent on Prepaid Plus 20GB for my home connection.",Technical,Satisfied,Existing User
"I wanted to check, Postpaid Silver offers great value for money for enterprise usage.",Product Inquiry,Satisfied,Existing User
"Kindly help me with, cost of Postpaid Silver is too high since last week.",Product Inquiry,Frustrated,New User
"I would like to know, installation time for Postpaid Gold in Thailand during peak hours.",Technical,Informational,New User
"I would like to know, explain billing cycle for ZENDStorage 1TB during peak hours.",Billing,Informational,New User
"Can you please confirm, how to raise complaint for ZENDCloud VM Enterprise after my recent upgrade.",Complaint,Informational,Existing User
"I need assistance regarding, installation time for Prepaid Basic 5GB in India for international usage.",Technical,Informational,Existing User
"Good morning, explain billing cycle for ZENDFiber Home 300 Mbps for my office network.",Billing,Informational,Existing User
"Hope you’re doing well, ZENDSmart Traffic offers great value for money after my recent upgrade.",Product Inquiry,Satisfied,New User
"I have a concern about, refund was credited quickly since last week.",Refund,Satisfied,Existing User
"I have a concern about, refund not processed for ZENDIndustrial Sensor for my office network.",Refund,Frustrated,Existing User
"I have a concern about, internet speed is extremely slow on ZENDSmart Lighting in USA under my current subscription.",Technical,Frustrated,Existing User
"Hello support, features included in Postpaid Gold as part of my annual plan.",Product Inquiry,Informational,New User
"I have a concern about, internet speed is extremely slow on ZENDEnterprise Dedicated in Singapore after installation.",Technical,Frustrated,Existing User
"Can you please confirm, price of ZENDOffice Net 1G in USA for enterprise usage.",Product Inquiry,Informational,New User
"Hi team, internet speed is extremely slow on ZENDFiber Home 1 Gbps in India under my current subscription.",Technical,Frustrated,Existing User
"I need assistance regarding, price of ZENDCloud VM Basic in Singapore for enterprise usage.",Product Inquiry,Informational,Existing User
"Kindly help me with, price of ZENDEnterprise Ultra in Singapore for enterprise usage.",Product Inquiry,Informational,Existing User
"Hello support, very unhappy with ZENDBiz Connect 100 service as part of my annual plan.",Complaint,Frustrated,Existing User
"I would like to know, cost of ZENDOffice Net 500 is too high for enterprise usage.",Product Inquiry,Frustrated,New User
"I wanted to check, refund eligibility for ZENDSmart Lighting for enterprise usage.",Refund,Informational,Existing User
"Hi team, explain billing cycle for ZENDOffice Net 500 for my office network.",Billing,Informational,Existing User
"Hi team, network performance has been excellent on ZENDCloud VM Pro after installation.",Technical,Satisfied,Existing User
"I have a concern about, refund not processed for ZENDCloud VM Pro for international usage.",Refund,Frustrated,Existing User
"I wanted to check, refund not processed for ZENDSmart Traffic since last week.",Refund,Frustrated,Existing User
"I have a concern about, ZENDCloud VM Basic offers great value for money for my home connection.",Product Inquiry,Satisfied,New User
"Hello support, network performance has been excellent on ZENDIndustrial Sensor under my current subscription.",Technical,Satisfied,Existing User
"Good morning, Prepaid Unlimited offers great value for money since last week.",Product Inquiry,Satisfied,New User
"Can you please confirm, cost of ZENDCloud VM Pro is too high during peak hours.",Product Inquiry,Frustrated,Existing User
"Good morning, refund eligibility for ZENDOffice Net 500 since last week.",Refund,Informational,Existing User
"I need assistance regarding, price of Postpaid Platinum in India for my office network.",Product Inquiry,Informational,New User
"Can you please confirm, cost of ZENDFleet IoT is too high after my recent upgrade.",Product Inquiry,Frustrated,New User
"I would like to know, network performance has been excellent on ZENDEnterprise Dedicated during peak hours.",Technical,Satisfied,Existing User
"I would like to know, internet speed is extremely slow on ZENDCloud VM Basic in India under my current subscription.",Technical,Frustrated,Existing User
"Good morning, billing charges for ZENDBiz Connect 500 seem incorrect in Thailand as part of my annual plan.",Billing,Frustrated,Existing User
"Good morning, billing charges for ZENDCloud VM Basic seem incorrect in Thailand since last week.",Billing,Frustrated,Existing User
"Hello support, my ZENDIndustrial Sensor connection keeps disconnecting in Thailand for enterprise usage.",Technical,Frustrated,New User
"Hope you’re doing well, ZENDFiber Home 1 Gbps offers great value for money for my office network.",Product Inquiry,Satisfied,New User
"Hope you’re doing well, features included in ZENDEnterprise Dedicated since last week.",Product Inquiry,Informational,New User
"I wanted to check, billing charges for ZENDFiber Home 300 Mbps seem incorrect in India since last week.",Billing,Frustrated,Existing User
"Hello support, billing charges for Prepaid Unlimited seem incorrect in USA after installation.",Billing,Frustrated,New User
"Hope you’re doing well, Prepaid Unlimited offers great value for money as part of my annual plan.",Product Inquiry,Satisfied,New User
"Hello support, features included in ZENDSmart Traffic under my current subscription.",Product Inquiry,Informational,New User
"Hope you’re doing well, price of ZENDOffice Net 500 in India under my current subscription.",Product Inquiry,Informational,New User
"I would like to know, features included in ZENDStorage 1TB since last week.",Product Inquiry,Informational,New User
"Hello support, price of ZENDOffice Net 1G in India for my home connection.",Product Inquiry,Informational,Existing User
"Can you please confirm, my ZENDCloud VM Enterprise connection keeps disconnecting in USA as part of my annual plan.",Technical,Frustrated,Existing User
"I wanted to check, network performance has been excellent on Postpaid Gold for international usage.",Technical,Satisfied,Existing User
"Kindly help me with, billing charges for Prepaid Plus 20GB seem incorrect in USA for international usage.",Billing,Frustrated,Existing User
"Kindly help me with, refund not processed for ZENDStorage 1TB under my current subscription.",Refund,Frustrated,Existing User
"I have a concern about, network performance has been excellent on ZENDIndustrial Sensor as part of my annual plan.",Technical,Satisfied,Existing User
"Good morning, very unhappy with Postpaid Platinum service for international usage.",Complaint,Frustrated,Existing User
"Kindly help me with, network performance has been excellent on ZENDCloud VM Pro for my office network.",Technical,Satisfied,Existing User
"Kindly help me with, refund eligibility for ZENDStorage 1TB as part of my annual plan.",Refund,Informational,New User
"Can you please confirm, billing charges for ZENDBiz Connect 1G seem incorrect in USA for my home connection.",Billing,Frustrated,New User
"Hope you’re doing well, refund not processed for ZENDFleet IoT since last week.",Refund,Frustrated,New User
"Hope you’re doing well, installation time for ZENDFiber Home 300 Mbps in India for enterprise usage.",Technical,Informational,Existing User
"Hi team, network performance has been excellent on ZENDSmart Lighting for my office network.",Technical,Satisfied,New User
"I would like to know, billing charges for ZENDOffice Net 500 seem incorrect in Singapore as part of my annual plan.",Billing,Frustrated,Existing User
"Hello support, network performance has been excellent on ZENDSmart Parking for my office network.",Technical,Satisfied,New User
"Hi team, how to raise complaint for ZENDOffice Net 500 after installation.",Complaint,Informational,Existing User
"Hello support, features included in ZENDCloud VM Basic since last week.",Product Inquiry,Informational,Existing User
"Good morning, support resolved my issue professionally as part of my annual plan.",Complaint,Satisfied,Existing User
"Kindly help me with, cost of ZENDCloud VM Enterprise is too high after installation.",Product Inquiry,Frustrated,Existing User
"Hello support, price of ZENDCloud VM Enterprise in Thailand after my recent upgrade.",Product Inquiry,Informational,New User
"I need assistance regarding, price of ZENDArchive Storage in USA for enterprise usage.",Product Inquiry,Informational,New User
"Kindly help me with, support resolved my issue professionally for my home connection.",Complaint,Satisfied,New User
"Can you please confirm, cost of ZENDEnterprise Dedicated is too high as part of my annual plan.",Product Inquiry,Frustrated,New User
"Good morning, price of ZENDCloud VM Enterprise in India as part of my annual plan.",Product Inquiry,Informational,New User
"Good morning, my ZENDIndustrial Sensor connection keeps disconnecting in India for enterprise usage.",Technical,Frustrated,Existing User
"I need assistance regarding, network performance has been excellent on ZENDSmart Parking for my office network.",Technical,Satisfied,Existing User
"Hope you’re doing well, explain billing cycle for ZENDStorage 10TB as part of my annual plan.",Billing,Informational,Existing User
"I wanted to check, refund eligibility for ZENDOffice Net 1G after my recent upgrade.",Refund,Informational,Existing User
"Kindly help me with, network performance has been excellent on ZENDCloud VM Basic under my current subscription.",Technical,Satisfied,Existing User
"I have a concern about, installation time for ZENDArchive Storage in Thailand for international usage.",Technical,Informational,Existing User
"I need assistance regarding, cost of Prepaid Plus 20GB is too high as part of my annual plan.",Product Inquiry,Frustrated,Existing User
"I need assistance regarding, Postpaid Platinum offers great value for money during peak hours.",Product Inquiry,Satisfied,New User
"Good morning, billing charges for ZENDEnterprise Ultra seem incorrect in Singapore for my office network.",Billing,Frustrated,Existing User
"I have a concern about, features included in ZENDStorage 1TB for my office network.",Product Inquiry,Informational,New User
"I need assistance regarding, explain billing cycle for Prepaid Plus 20GB for international usage.",Billing,Informational,Existing User
"Hope you’re doing well, ZENDBiz Connect 1G offers great value for money for my office network.",Product Inquiry,Satisfied,New User
"Kindly help me with, price of ZENDBiz Connect 1G in India during peak hours.",Product Inquiry,Informational,New User
"Hi team, explain billing cycle for Postpaid Gold under my current subscription.",Billing,Informational,Existing User
"I need assistance regarding, price of ZENDFiber Home 300 Mbps in India as part of my annual plan.",Product Inquiry,Informational,New User
"Hello support, network performance has been excellent on ZENDSmart Traffic since last week.",Technical,Satisfied,Existing User
"I have a concern about, features included in ZENDCloud VM Pro for my office network.",Product Inquiry,Informational,Existing User
"Kindly help me with, explain billing cycle for Prepaid Plus 20GB for international usage.",Billing,Informational,New User
"I would like to know, refund eligibility for ZENDSmart Parking after my recent upgrade.",Refund,Informational,Existing User
"Hello support, my Prepaid Unlimited connection keeps disconnecting in USA since last week.",Technical,Frustrated,Existing User
"Hope you’re doing well, ZENDFiber Home 100 Mbps offers great value for money for international usage.",Product Inquiry,Satisfied,New User
"I wanted to check, installation time for Prepaid Plus 20GB in Thailand for international usage.",Technical,Informational,Existing User
"Hello support, price of ZENDCloud VM Basic in USA after installation.",Product Inquiry,Informational,Existing User
"Hope you’re doing well, very unhappy with ZENDFleet IoT service under my current subscription.",Complaint,Frustrated,Existing User
"I need assistance regarding, my ZENDEnterprise Dedicated connection keeps disconnecting in USA for my office network.",Technical,Frustrated,Existing User
"I wanted to check, features included in ZENDOffice Net 1G as part of my annual plan.",Product Inquiry,Informational,New User
"Hello support, price of ZENDOffice Net 500 in Thailand under my current subscription.",Product Inquiry,Informational,Existing User
"Hello support, network performance has been excellent on ZENDOffice Net 1G under my current subscription.",Technical,Satisfied,Existing User
"Can you please confirm, very unhappy with ZENDFiber Home 300 Mbps service for enterprise usage.",Complaint,Frustrated,Existing User
"Kindly help me with, my ZENDSmart Parking connection keeps disconnecting in USA after installation.",Technical,Frustrated,Existing User
"I have a concern about, features included in ZENDOffice Net 200 after installation.",Product Inquiry,Informational,New User
"I have a concern about, billing charges for ZENDOffice Net 1G seem incorrect in Thailand for enterprise usage.",Billing,Frustrated,New User
"Can you please confirm, my ZENDFiber Home 1 Gbps connection keeps disconnecting in Thailand for enterprise usage.",Technical,Frustrated,Existing User
"Good morning, cost of Prepaid Plus 20GB is too high as part of my annual plan.",Product Inquiry,Frustrated,Existing User
"Hello support, network performance has been excellent on ZENDEnterprise Ultra as part of my annual plan.",Technical,Satisfied,Existing User
"I would like to know, cost of ZENDFleet IoT is too high after my recent upgrade.",Product Inquiry,Frustrated,New User
"Good morning, installation time for ZENDIndustrial Sensor in India after installation.",Technical,Informational,Existing User
"Can you please confirm, refund not processed for ZENDStorage 10TB for my office network.",Refund,Frustrated,Existing User
"Can you please confirm, internet speed is extremely slow on ZENDOffice Net 1G in USA since last week.",Technical,Frustrated,Existing User
"Good morning, cost of ZENDCloud VM Pro is too high during peak hours.",Product Inquiry,Frustrated,Existing User
"I have a concern about, price of Prepaid Basic 5GB in USA for enterprise usage.",Product Inquiry,Informational,New User
"Can you please confirm, price of ZENDBiz Connect 1G in USA after my recent upgrade.",Product Inquiry,Informational,New User
"Hope you’re doing well, ZENDOffice Net 200 offers great value for money since last week.",Product Inquiry,Satisfied,Existing User
"Good morning, internet speed is extremely slow on ZENDStorage 1TB in USA under my current subscription.",Technical,Frustrated,New User
"Good morning, internet speed is extremely slow on ZENDIndustrial Sensor in Singapore for enterprise usage.",Technical,Frustrated,Existing User
"Kindly help me with, my ZENDArchive Storage connection keeps disconnecting in Thailand for my office network.",Technical,Frustrated,Existing User
"I wanted to check, installation time for ZENDCloud VM Pro in USA under my current subscription.",Technical,Informational,New User
"Good morning, explain billing cycle for Postpaid Silver during peak hours.",Billing,Informational,Existing User
"I have a concern about, installation time for ZENDIndustrial Sensor in USA as part of my annual plan.",Technical,Informational,New User
"I would like to know, billing charges for Prepaid Unlimited seem incorrect in Thailand under my current subscription.",Billing,Frustrated,Existing User
"Hope you’re doing well, billing charges for ZENDCloud VM Pro seem incorrect in USA for international usage.",Billing,Frustrated,New User
"Can you please confirm, internet speed is extremely slow on ZENDOffice Net 200 in Singapore as part of my annual plan.",Technical,Frustrated,Existing User
"I would like to know, installation time for ZENDSmart Lighting in India for enterprise usage.",Technical,Informational,Existing User
"I need assistance regarding, ZENDCloud VM Basic offers great value for money for my office network.",Product Inquiry,Satisfied,New User
"I wanted to check, internet speed is extremely slow on Prepaid Basic 5GB in India for international usage.",Technical,Frustrated,New User
"I have a concern about, refund not processed for ZENDSmart Lighting for enterprise usage.",Refund,Frustrated,Existing User
"Hello support, explain billing cycle for ZENDCloud VM Basic after installation.",Billing,Informational,Existing User
"Hope you’re doing well, network performance has been excellent on Prepaid Unlimited after my recent upgrade.",Technical,Satisfied,Existing User
"I need assistance regarding, internet speed is extremely slow on ZENDCloud VM Basic in USA for enterprise usage.",Technical,Frustrated,Existing User
"Kindly help me with, how to raise complaint for ZENDSmart Lighting under my current subscription.",Complaint,Informational,Existing User
"I would like to know, price of ZENDArchive Storage in USA for my home connection.",Product Inquiry,Informational,New User
"Hope you’re doing well, very unhappy with ZENDFleet IoT service for my home connection.",Complaint,Frustrated,Existing User
"I need assistance regarding, very unhappy with Postpaid Silver service for international usage.",Complaint,Frustrated,Existing User
"Hope you’re doing well, installation time for ZENDCloud VM Pro in USA during peak hours.",Technical,Informational,New User
"I would like to know, explain billing cycle for Postpaid Platinum as part of my annual plan.",Billing,Informational,Existing User
"Hope you’re doing well, refund not processed for ZENDBiz Connect 100 as part of my annual plan.",Refund,Frustrated,Existing User
"Hi team, billing charges for ZENDSmart Lighting seem incorrect in Singapore during peak hours.",Billing,Frustrated,New User
"I would like to know, my ZENDSmart Traffic connection keeps disconnecting in Singapore as part of my annual plan.",Technical,Frustrated,Existing User
"I have a concern about, how to raise complaint for ZENDBiz Connect 100 for enterprise usage.",Complaint,Informational,Existing User
"I wanted to check, price of ZENDCloud VM Basic in Thailand for my office network.",Product Inquiry,Informational,New User
